codigo;descricao;unidade_medida;custo;descricao_nbr;codigo_nbr
12776;"HIDROMETRO WOLTMANN, DN 2"", VAZAO MAXIMA DE 50 M3/H, PARA AGUA POTAVEL FRIA, RELOJOARIA PLANA, TURBINA HORIZONTAL, EQUIPADO COM TELIMETRIA (SEM CONEXOES)";UN;"4394,41";"Produtos para instalações hidrossanitárias
";"2C 78 00 00 00 00 00
"
12777;"HIDROMETRO WOLTMANN, DN 3"", VAZAO MAXIMA DE 80 M3/H, PARA AGUA POTAVEL FRIA, RELOJOARIA PLANA, TURBINA HORIZONTAL, EQUIPADO COM TELIMETRIA (SEM CONEXOES)";UN;"5738,97";"Produtos para instalações hidrossanitárias
";"2C 78 00 00 00 00 00
"
12873;IMPERMEABILIZADOR (HORISTA);H     ;"24,74";"Oficial ou profissional
";"2N 20 14 02 00 00 00
"
41076;IMPERMEABILIZADOR (MENSALISTA);MES   ;"4344,89";"Oficial ou profissional
";"2N 20 14 02 00 00 00
"
140;IMPERMEABILIZANTE FLEXIVEL BRANCO DE BASE ACRILICA PARA COBERTURAS;KG    ;"17,35";"Impermeabilização
";"2C 04 10 10 00 00 00
"
151;"IMPERMEABILIZANTE INCOLOR,  BASE SILICONE, PARA TRATAMENTO DE FACHADAS, TELHAS, PEDRAS E OUTRAS SUPERFICIES";L     ;"25,61";"Impermeabilização
";"2C 04 10 10 00 00 00
"
2701;INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS);H     ;"23,97";"Oficial ou profissional
";"2N 20 14 02 00 00 00
"
40929;INSTALADOR DE TUBULACOES (TUBOS/EQUIPAMENTOS) (MENSALISTA);MES   ;"4213,14";"Oficial ou profissional
";"2N 20 14 02 00 00 00
"
38114;"INTERRUPTOR BIPOLAR SIMPLES 10 A, 250 V (APENAS MODULO)";UN;"17,34";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38064;"INTERRUPTOR BIPOLAR 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;"19,39";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38115;"INTERRUPTOR INTERMEDIARIO 10 A, 250 V (APENAS MODULO)";UN;"18,51";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38065;"INTERRUPTOR INTERMEDIARIO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;"27,51";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38078;"INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"16,05";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38113;"INTERRUPTOR PARALELO 10A, 250V (APENAS MODULO)";UN;"8,72";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38063;"INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;"9,35";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38080;"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"27,87";"Interruptores elétricos
Tomadas elétricas
";"2C 82 52 00 00 00 00
2C 82 34 02 00 00 00
"
38069;"INTERRUPTOR SIMPLES + INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"15,24";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38077;"INTERRUPTOR SIMPLES + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"14,89";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38073;"INTERRUPTOR SIMPLES + 2 INTERRUPTORES PARALELOS 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"22,69";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38112;"INTERRUPTOR SIMPLES 10A, 250V (APENAS MODULO)";UN;"6,69";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38062;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;"6,87";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
12128;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + MODULO)";UN;"9,18";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
12129;"INTERRUPTOR SIMPLES 10A, 250V, CONJUNTO MONTADO PARA SOBREPOR 4"" X 2"" (CAIXA + 2 MODULOS)";UN;"12,14";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38081;"INTERRUPTORES PARALELOS (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"23,64";"Interruptores elétricos
Tomadas elétricas
";"2C 82 52 00 00 00 00
2C 82 34 02 00 00 00
"
38070;"INTERRUPTORES PARALELOS (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"16,29";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38074;"INTERRUPTORES PARALELOS (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO)";UN;"24,77";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38079;"INTERRUPTORES SIMPLES (2 MODULOS) + TOMADA 2P+T 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"21,26";"Interruptores elétricos
Tomadas elétricas
";"2C 82 52 00 00 00 00
2C 82 34 02 00 00 00
"
38072;"INTERRUPTORES SIMPLES (2 MODULOS) + 1 INTERRUPTOR PARALELO 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"20,43";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38068;"INTERRUPTORES SIMPLES (2 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"14,10";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
38071;"INTERRUPTORES SIMPLES (3 MODULOS) 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULOS)";UN;"16,86";"Interruptores elétricos
";"2C 82 52 00 00 00 00
"
44503;JARDINEIRO (HORISTA);H     ;"18,76";"Funções de Apoio
";"2N 32 00 00 00 00 00
"
41077;JARDINEIRO (MENSALISTA);MES   ;"3298,60";"Oficial ou profissional
Funções de apoio
";"2N 20 14 02 00 00 00
2N 32 00 00 00 00 00
"
37963;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 15 MM, PARA AGUA QUENTE";UN;"4,43";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37964;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 22 MM, PARA AGUA QUENTE";UN;"5,93";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37965;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 28 MM, PARA AGUA QUENTE";UN;"8,55";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37966;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 35 MM, PARA AGUA QUENTE";UN;"15,02";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37967;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 42 MM, PARA AGUA QUENTE";UN;"25,23";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37968;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 54 MM, PARA AGUA QUENTE";UN;"53,57";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37969;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 73 MM, PARA AGUA QUENTE";UN;"135,37";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
37970;"JOELHO CPVC, SOLDAVEL, 45 GRAUS, 89 MM, PARA AGUA QUENTE";UN;"195,85";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
44251;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 114 MM, PARA AGUA QUENTE";UN;"226,22";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
21118;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 15 MM, PARA AGUA QUENTE";UN;"3,52";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37956;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 22 MM, PARA AGUA QUENTE";UN;"4,33";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37957;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 28 MM, PARA AGUA QUENTE";UN;"9,21";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37958;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 35 MM, PARA AGUA QUENTE";UN;"16,65";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37959;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 42 MM, PARA AGUA QUENTE";UN;"25,63";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37960;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 54 MM, PARA AGUA QUENTE";UN;"65,50";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37961;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 73 MM, PARA AGUA QUENTE";UN;"140,77";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
37962;"JOELHO CPVC, SOLDAVEL, 90 GRAUS, 89 MM, PARA AGUA QUENTE";UN;"162,28";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3533;"JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS, 25 MM X 20 MM, COR MARROM, PARA AGUA FRIA PREDIAL";UN;"3,16";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3538;"JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS, 32 MM X 25 MM, COR MARROM, PARA AGUA FRIA PREDIAL";UN;"5,98";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3498;"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 1"" X 3/4"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"5,80";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3496;"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 3/4"" X 1/2"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"3,88";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38429;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 15 MM X 1/2"", PARA AGUA QUENTE";UN;"11,99";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38431;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 22 MM X 1/2"", PARA AGUA QUENTE";UN;"15,03";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38430;"JOELHO DE TRANSICAO, CPVC, SOLDAVEL, 90 GRAUS, 22 MM X 3/4"", PARA AGUA QUENTE";UN;"23,31";"PoIicloreto de vinila clorado (CPVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 18 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
36348;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 20 MM, PARA AGUA QUENTE PREDIAL";UN;"2,13";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
36349;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 25 MM, PARA AGUA QUENTE PREDIAL";UN;"2,93";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38987;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 40 MM, PARA AQUA QUENTE E FRIA PREDIAL";UN;"14,10";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38988;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 50 MM, PARA AQUA QUENTE E FRIA PREDIAL";UN;"22,97";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38989;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 63 MM, PARA AQUA QUENTE E FRIA PREDIAL";UN;"38,65";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38990;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 75 MM, PARA AQUA QUENTE E FRIA PREDIAL";UN;"77,24";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38991;"JOELHO PPR 45 GRAUS, SOLDAVEL, F/F, DN 90 MM, PARA AQUA QUENTE E FRIA PREDIAL";UN;"139,00";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38433;"JOELHO PPR, 45 GRAUS, SOLDAVEL, F/F, DN 32 MM, PARA AGUA QUENTE PREDIAL";UN;"7,18";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
38440;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 110 MM, PARA AGUA QUENTE PREDIAL";UN;"302,93";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
36359;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 20 MM, PARA AGUA QUENTE PREDIAL";UN;"1,89";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
36360;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 25 MM, PARA AGUA QUENTE PREDIAL";UN;"2,54";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38434;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 32 MM, PARA AGUA QUENTE PREDIAL";UN;"3,87";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38435;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 40 MM, PARA AGUA QUENTE PREDIAL";UN;"8,71";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38436;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 50 MM, PARA AGUA QUENTE PREDIAL";UN;"14,44";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38437;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 63 MM, PARA AGUA QUENTE PREDIAL";UN;"23,43";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38438;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 75 MM, PARA AGUA QUENTE PREDIAL";UN;"67,96";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
38439;"JOELHO PPR, 90 GRAUS, SOLDAVEL, F/F, DN 90 MM, PARA AGUA QUENTE PREDIAL";UN;"86,35";"PoIipropiIeno copolimero random (PP-R)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 13 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
10836;"JOELHO PVC COM VISITA, 90 GRAUS, DN 100 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL";UN;"20,44";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 42 08 00 00 00 00
"
10835;"JOELHO PVC, COM BOLSA E ANEL, 90 GRAUS, DN 40 X *38* MM, SERIE NORMAL, PARA ESGOTO PREDIAL";UN;"5,70";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 42 08 00 00 00 00
"
3475;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1/2"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"5,54";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
3485;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"15,32";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
3534;"JOELHO PVC, ROSCAVEL, 45 GRAUS, 3/4"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"8,78";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 38 08 00 00 00 00
"
3543;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1/2"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"2,04";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3482;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"6,28";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3505;"JOELHO PVC, ROSCAVEL, 90 GRAUS, 3/4"", COR BRANCA, PARA AGUA FRIA PREDIAL";UN;"3,03";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3521;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 20 MM X 1/2"", COR MARROM, PARA AGUA FRIA PREDIAL";UN;"2,28";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3531;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 1/2"", COR MARROM, PARA AGUA FRIA PREDIAL";UN;"4,35";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3522;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 3/4"", COR MARROM, PARA AGUA FRIA PREDIAL";UN;"2,81";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3527;"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 32 MM X 3/4"", COR MARROM, PARA AGUA FRIA PREDIAL";UN;"14,76";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3516;"JOELHO PVC, SOLDAVEL, BB, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL";UN;"2,35";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 42 08 00 00 00 00
"
3517;"JOELHO PVC, SOLDAVEL, BB, 90 GRAUS, SEM ANEL, DN 40 MM, PARA ESGOTO PREDIAL SECUNDARIO";UN;"2,12";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 42 08 00 00 00 00
"
3515;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN;"7,53";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
20147;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL";UN;"6,19";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3524;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN;"9,32";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3532;"JOELHO PVC, SOLDAVEL, COM BUCHA DE LATAO, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL";UN;"21,53";"Cloreto de polivinil (PVC)
Cotovelo 90°
Elementos conectores em instalações hidráulicas
";"0M 20 60 07 16 00 00
2C 14 70 06 00 00 00
3E 38 08 00 00 00 00
"
3528;"JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL";UN;"9,20";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 42 08 00 00 00 00
"
37952;"JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL";UN;"65,94";"Cloreto de polivinil (PVC)
Cotovelo 45°
Elementos conectores em instalações sanitárias
";"0M 20 60 07 16 00 00
2C 14 70 02 00 00 00
3E 42 08 00 00 00 00
"
