codigo_sinapi;descricao_sinapi;unidade_medida;custo
101925;"JOELHO 90°, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"331,11"
101926;"TÊ, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM PRUMADAS - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"427,28"
101927;"TUBO DE AÇO GALVANIZADO COM COSTURA, CLASSE MÉDIA, DN 100 (4""), CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";M;"218,06"
101928;"UNIÃO, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"441,96"
101929;"LUVA, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"217,54"
101930;"LUVA DE REDUÇÃO, EM FERRO GALVANIZADO, 4"" X 2 1/2"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"246,44"
101931;"LUVA DE REDUÇÃO, EM FERRO GALVANIZADO, 4"" X 2"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"246,44"
101932;"LUVA DE REDUÇÃO, EM FERRO GALVANIZADO, 4"" X 3"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"246,44"
101933;"NIPLE, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"205,45"
101934;"JOELHO 90°, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"341,43"
101935;"TÊ, EM FERRO GALVANIZADO, 4"", CONEXÃO ROSQUEADA, INSTALADO EM REDE DE ALIMENTAÇÃO PARA HIDRANTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2020";UN;"441,05"
103802;"TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"40,94"
103803;"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"70,37"
103804;"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS COMBUSTÍVEL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"84,38"
103835;"TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS MEDICINAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"64,10"
103836;"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS MEDICINAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"98,77"
103837;"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE A, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE GÁS MEDICINAL - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"124,33"
103868;"TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"52,82"
103869;"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"78,68"
103870;"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, SEM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"96,20"
103871;"TUBO EM COBRE RÍGIDO, DN 15 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"74,96"
103872;"TUBO EM COBRE RÍGIDO, DN 22 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"183,59"
103873;"TUBO EM COBRE RÍGIDO, DN 28 MM, CLASSE E, COM ISOLAMENTO, INSTALADO EM RAMAL E SUB-RAMAL DE AQUECIMENTO SOLAR - FORNECIMENTO E INSTALAÇÃO. AF_04/2022";M;"205,40"
103978;"TUBO, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";M;"30,41"
103979;"TUBO, PVC, SOLDÁVEL, DN 50MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";M;"34,65"
104021;"TUBO, CPVC, SOLDÁVEL, DN 42MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";M;"73,58"
104166;"TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 150 MM, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022";M;"76,83"
104194;"TUBO, PPR, DN 20, CLASSE PN20, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_08/2022";M;"23,90"
104195;"TUBO, PPR, DN 20, CLASSE PN25, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_08/2022";M;"25,34"
104315;"TUBO, PVC, SOLDÁVEL, DN 20 MM, INSTALADO EM DRENO DE AR CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022";M;"18,89"
104316;"TUBO, PVC, SOLDÁVEL, DN 32 MM, INSTALADO EM DRENO DE AR CONDICIONADO - FORNECIMENTO E INSTALAÇÃO. AF_08/2022";M;"27,14"
89358;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"9,30"
89359;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"9,93"
89360;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,06"
89361;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,15"
89362;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,03"
89363;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,92"
89364;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,64"
89365;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,02"
89366;"JOELHO 90 GRAUS COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM, X 3/4  INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"18,73"
89367;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,13"
89368;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"17,12"
89369;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"19,79"
89370;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"17,49"
89371;"LUVA, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"6,91"
89372;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"18,27"
89373;"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,21"
89374;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 20MM X 1/2"", INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,58"
89375;"UNIÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,68"
89376;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 20MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"6,55"
89377;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,71"
89378;"LUVA, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,13"
89379;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_12/2014";UN;"21,44"
89380;"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,54"
89381;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,18"
89382;"UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"16,41"
89383;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"7,62"
89384;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,90"
89385;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,34"
89386;"LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,06"
89387;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"34,07"
89389;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,16"
89390;"UNIÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"24,30"
89391;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,02"
89392;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"27,82"
89393;"TE, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"12,86"
89394;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 20MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"21,40"
89395;"TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,17"
89396;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 25MM X 1/2 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"23,43"
89397;"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"17,13"
89398;"TE, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"21,08"
89399;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 32MM X 3/4 , INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"28,41"
89400;"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL OU SUB-RAMAL DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"22,98"
89404;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,46"
89405;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"9,09"
89406;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,22"
89407;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,31"
89408;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,06"
89409;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,95"
89410;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"12,67"
89411;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"12,05"
89412;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, X 3/4  INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,31"
89413;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,99"
89414;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,98"
89415;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"18,65"
89416;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"16,35"
89417;"LUVA, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"6,35"
89418;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"17,71"
89419;"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"7,61"
89421;"UNIÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,12"
89423;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,15"
89424;"LUVA, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"7,48"
89425;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"20,79"
89426;"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,85"
89427;"LUVA COM BUCHA DE LATÃO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,58"
89428;"UNIÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,76"
89429;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 25MM X 3/4 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"7,02"
89430;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,25"
89431;"LUVA, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"10,29"
89432;"LUVA DE CORRER, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"33,30"
89433;"LUVA DE REDUÇÃO, PVC, SOLDÁVEL, DN 40MM X 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,91"
89434;"LUVA SOLDÁVEL E COM ROSCA, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"12,47"
89435;"UNIÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"23,53"
89436;"ADAPTADOR CURTO COM BOLSA E ROSCA PARA REGISTRO, PVC, SOLDÁVEL, DN 32MM X 1 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"9,33"
89437;"CURVA DE TRANSPOSIÇÃO, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA   FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"27,05"
89438;"TE, PVC, SOLDÁVEL, DN 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,77"
89439;"TÊ SOLDÁVEL E COM ROSCA NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 20MM X 1/2 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,47"
89440;"TE, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"13,89"
89442;"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 25MM X 20MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,93"
89443;"TE, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"19,53"
89444;"TÊ COM BUCHA DE LATÃO NA BOLSA CENTRAL, PVC, SOLDÁVEL, DN 32MM X 3/4 , INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"27,67"
89445;"TÊ DE REDUÇÃO, PVC, SOLDÁVEL, DN 32MM X 25MM, INSTALADO EM RAMAL DE DISTRIBUIÇÃO DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"21,57"
89481;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"6,14"
89485;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"7,03"
89489;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,75"
89490;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 25MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"8,13"
89492;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"9,42"
89493;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,41"
89494;"CURVA 90 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,08"
89496;"CURVA 45 GRAUS, PVC, SOLDÁVEL, DN 32MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"11,78"
89497;"JOELHO 90 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"14,95"
89498;"JOELHO 45 GRAUS, PVC, SOLDÁVEL, DN 40MM, INSTALADO EM PRUMADA DE ÁGUA - FORNECIMENTO E INSTALAÇÃO. AF_06/2022";UN;"15,02"
